system,phase,e_above_eV,hmix_eV,delta_r_percent,vec,a_vegard_A,a_pred_q1_A,shift_A,shift_percent
Ir-Mn-Re-Ta-Ti,BCC,-0.069,-0.557,2.6918398465999487,6.4,3.1310783030224507,3.124764952358191,-0.006313350664259865,-0.20163502963709165
Cr-Hf-Mn-Re-W,BCC,-0.045,-0.038,5.211680303794,6.0,3.135858333875335,3.1247761279844997,-0.011082205890835528,-0.3534026320997732
Ir-Ni-Pt-Ta-Ti,BCC,-0.067,-0.613,2.8985507246376714,7.6,3.1189816970499504,3.124778128792584,0.005796431742633779,0.18584372419101594
Ir-Os-Re-Ru-Ta,BCC,-0.085,-0.724,4.057204129667895,7.4,3.0993269437169833,3.1247828689627624,0.02545592524577911,0.8213372034655415
Nb-Os-Pd-Rh-Zn,BCC,-0.028,-0.437,3.721912053717364,8.8,3.1159359753241693,3.1247875357922132,0.008851560468043917,0.28407388785076165
Co-Mo-Re-Ta-Ti,BCC,-0.06,-0.216,3.1943828249996984,6.2,3.1350310200451617,3.1248046778229295,-0.010226342222232176,-0.32619588631964674
Co-Hf-Ir-Re-Rh,BCC,-0.027,-0.571,5.755395683453238,7.6,3.1210636303466623,3.12481296450443,0.003749334157767681,0.12013001341312722
Fe-Nb-Re-Ta-V,BCC,-0.056,-0.144,3.1943828249996984,6.0,3.1251372739697856,3.1248317881517327,-0.00030548581805289743,-0.009775116779585374
Mo-Ni-Os-Ru-Sc,BCC,-0.042,-0.403,8.144110179279558,7.0,3.1623051065407033,3.1248619275530007,-0.03744317898770255,-1.1840470076798584
Ir-Ni-Os-V-Zr,BCC,-0.074,-0.595,6.317244845711121,7.2,3.1233888227906537,3.12486506333661,0.0014762405459562977,0.047264065721965454
Al-Os-Ti-V-W,BCC,-0.06,-0.462,3.83384925834044,5.2,3.1468028365216334,3.1248698104421884,-0.021933026079445028,-0.6969939719416623
Mn-Os-Pt-Ta-W,BCC,-0.065,-0.353,3.721912053717355,7.2,3.109247447693913,3.1248709467198137,0.015623499025900767,0.5024849031391344
Pd-Rh-Ru-Ti-W,BCC,-0.044,-0.411,2.751218666745544,7.4,3.1146720375577197,3.1249137751694422,0.010241737611722534,0.3288223443182576
Cr-Mo-Ta-Ti-V,BCC,-0.045,-0.021,2.653657721116272,5.2,3.135668497167266,3.1249324938137923,-0.010736003353473578,-0.3423832386354739
Al-Os-Pd-Re-Ti,BCC,-0.062,-0.68,4.351456637944254,6.4,3.1434870048113086,3.1249451590904895,-0.018541845720819072,-0.5898496062633498
Cr-Mo-Pd-Ta-W,BCC,-0.024,0.026,2.653657721116266,6.6000000000000005,3.1233204841808906,3.1249509610390107,0.0016304768581201223,0.05220331587418653
Al-Nb-Pd-Rh-Ru,BCC,-0.075,-0.628,5.237828008789237,7.0,3.129459021122271,3.1249742717367166,-0.00448474938555421,-0.14330749676811272
Fe-Pd-Rh-Ta-Ti,BCC,-0.049,-0.369,2.258769757263128,7.2,3.1197353490180117,3.1249780606505966,0.005242711632584829,0.16804988391836054
Al-Fe-Nb-Pt-W,BCC,-0.024,-0.329,4.877389397581468,6.4,3.1386895961506034,3.1250001665086886,-0.013689429641914774,-0.4361511141051973
Fe-Mg-Mo-Re-Ru,BCC,-0.003,-0.028,5.050762722761048,6.2,3.1599433841269224,3.125031590048798,-0.03491179407812428,-1.1048234045424281
Mn-Pt-Ta-W-Zn,BCC,-0.023,-0.183,2.8985507246376714,8.0,3.126119918602399,3.12506647893058,-0.0010534396718191452,-0.03369799301525543
Hf-Mo-Ni-Os-Ru,BCC,-0.062,-0.458,6.975078931534289,7.2,3.1262290632124525,3.125113182309011,-0.0011158809034417239,-0.03569415039264801
Co-Mo-Nb-Re-Ti,BCC,-0.057,-0.197,3.1943828249996984,6.2,3.1345425643024303,3.1251220767734367,-0.009420487528993604,-0.3005378722968487
Mn-Pd-Re-Ta-W,BCC,-0.052,-0.117,2.6918398465999576,7.0,3.114149676824534,3.125143934493154,0.010994257668619944,0.35304204388244675
Fe-Hf-Re-Rh-Ru,BCC,-0.046,-0.473,6.188723213699731,7.2,3.12269162860807,3.1251570027363664,0.0024653741282962827,0.0789502910152936
Mo-Nb-Os-Ru-Zn,BCC,-0.064,-0.351,4.95060582709874,7.800000000000001,3.1253010909892174,3.125162117649198,-0.00013897334001944373,-0.00444671844322865
Fe-Ta-Ti-V-W,BCC,-0.047,-0.039,2.691839846599948,5.6000000000000005,3.1361430458490025,3.1252104096819235,-0.010932636167078957,-0.3486013235764035
Al-Co-Nb-Rh-Ta,BCC,-0.043,-0.426,5.462273557334221,6.2,3.1403128956454167,3.1252163052613797,-0.01509659038403699,-0.48073522880382413
Mn-Nb-Os-Ru-Ta,BCC,-0.075,-0.45,4.914731871829902,6.6000000000000005,3.117555613369834,3.1252447113273814,0.007689097957547464,0.246638678218675
Os-Re-Ru-Ti-W,BCC,-0.061,-0.564,2.792281631920852,6.6000000000000005,3.117679076029397,3.1252482958798637,0.0075692198504668795,0.24278380378094788
Cr-Pt-Re-Ta-W,BCC,-0.053,-0.184,2.8985507246376714,6.800000000000001,3.1165812871206438,3.1252559828300974,0.008674695709453673,0.27834010764622397
Co-Ir-Nb-Os-Ta,BCC,-0.048,-0.505,4.347826086956513,7.2,3.1099506821099583,3.1253304120236183,0.01537972991365999,0.4945329198347786
Co-Hf-Mn-Re-Ti,BCC,-0.052,-0.271,5.211680303793996,6.2,3.147529767387551,3.12533257470126,-0.022197192686290723,-0.7052258223665471
Mn-Nb-Rh-Ru-Ta,BCC,-0.053,-0.388,4.1949294207520085,6.800000000000001,3.1144933549195972,3.1253337782467,0.010840423327102666,0.3480637809028981
Pd-Re-Rh-Ru-Ta,BCC,-0.058,-0.397,3.721912053717364,7.800000000000001,3.1040114561875685,3.1253352246237793,0.021323768436210866,0.6869745404355337
Ir-Pt-Re-Ru-Ti,BCC,-0.069,-0.715,2.3424278964210217,7.6,3.1097438814735026,3.1253637841733215,0.015619902699818944,0.502289040357166
Fe-Os-Pd-Ta-Ti,BCC,-0.067,-0.412,3.524445673069317,7.0,3.1227873403603708,3.125364145843717,0.0025768054833461562,0.08251620115280703
Fe-Hf-Ir-Os-Ru,BCC,-0.065,-0.683,6.720013402533115,7.4,3.1181179752007937,3.1253749342410786,0.007256959040284894,0.23273522996889096
Co-Mo-Os-Ru-Sc,BCC,-0.043,-0.346,8.144110179279558,6.800000000000001,3.1640640973928833,3.125376591124578,-0.038687506268305416,-1.2227156301979798
Co-Ir-Os-V-Zr,BCC,-0.053,-0.545,6.317244845711121,7.0,3.125191881551163,3.125379077458183,0.00018719590702032107,0.005989901232157558
Al-Ir-Pt-Ti-V,BCC,-0.086,-0.831,3.6559548399748927,6.2,3.1390143903782928,3.1253822611599107,-0.013632129218382083,-0.434280558259538
Nb-Rh-Ru-W-Zn,BCC,-0.039,-0.302,3.60219079821055,8.0,3.125901606515471,3.12540580112887,-0.0004958053866008783,-0.015861196192722336
Al-Os-Re-Ti-Zn,BCC,-0.018,-0.524,3.83384925834044,6.800000000000001,3.1500982584618087,3.125414588397551,-0.024683670064257868,-0.7835841310013895
Al-Ir-Pt-Ru-Ti,BCC,-0.094,-0.933,3.83384925834044,6.800000000000001,3.135587131541168,3.1254571754841782,-0.01012995605698963,-0.3230640907755821
Al-Nb-Pd-Rh-V,BCC,-0.062,-0.517,4.877389397581469,6.4,3.1328996935224143,3.1254920628914418,-0.007407630630972495,-0.2364464667122448
Ir-Mn-Pd-Ta-W,BCC,-0.049,-0.28,2.6918398465999576,7.4,3.1064727744877696,3.125512175541435,0.019039401053665195,0.6128945088470839
Os-Rh-Ta-V-W,BCC,-0.079,-0.45,3.602190798210557,6.6000000000000005,3.113008121212536,3.125514173953446,0.012506052740910434,0.4017353072641278
Cr-Mo-Nb-Ti-V,BCC,-0.042,-0.013,2.653657721116272,5.2,3.135180240055514,3.1255169400810754,-0.009663299974438821,-0.30822151310406687
Mg-Os-Rh-Ru-Zn,BCC,-0.036,-0.466,5.40328619731583,7.800000000000001,3.171478311509005,3.1255243117390954,-0.04595399976990944,-1.448977267261976
Nb-Ni-Re-Rh-Ta,BCC,-0.069,-0.352,3.5244456730693208,7.2,3.112732922360232,3.12553746764821,0.01280454528797792,0.41136022933406263
Fe-Nb-Pt-Re-W,BCC,-0.047,-0.168,2.8985507246376763,7.2,3.112898047510595,3.1255613365366037,0.012663289026008773,0.4068006350588863
Al-Os-Ru-Ti-W,BCC,-0.032,-0.632,3.862893570903626,5.800000000000001,3.143392549477382,3.125565318576841,-0.017827230900540947,-0.5671334591508429
Ir-Nb-Os-Re-Ru,BCC,-0.081,-0.681,4.057204129667895,7.4,3.0988271664621974,3.12564876563454,0.026821599172342836,0.8655403393459966
Ir-Nb-Ni-Pt-Ti,BCC,-0.06,-0.596,2.8985507246376714,7.6,3.1184882002936765,3.1256895980871966,0.007201397793520137,0.23092592727597822
Fe-Nb-Pd-Rh-Ti,BCC,-0.041,-0.354,2.258769757263128,7.2,3.119242090723057,3.125703575858102,0.006461485135045297,0.2071492031433665
Al-Cr-Mo-Ta-W,BCC,-0.044,-0.077,5.422691864889765,5.2,3.148888496731999,3.125752471044118,-0.0231360256878812,-0.734736263665493
Fe-Mo-Ru-Ta-Ti,BCC,-0.055,-0.265,3.912303982179756,6.2,3.1290777699922927,3.1257568554367134,-0.0033209145555792574,-0.10613077717104606
Co-Nb-Re-Ta-Zn,BCC,-0.042,-0.109,3.5244456730693208,7.6,3.1343932835684103,3.1257742606322,-0.008619022936210197,-0.27498217857325497
Ir-Ru-Ta-V-W,BCC,-0.082,-0.509,3.602190798210557,6.6000000000000005,3.1129393260610625,3.1257880108545626,0.012848684793500098,0.4127508906432204
Mo-Nb-Re-Rh-V,BCC,-0.068,-0.341,3.5244456730693097,6.4,3.1189405782847412,3.1257884084628844,0.006847830178143166,0.21955628862634904
Ir-Mn-Nb-Re-Ti,BCC,-0.062,-0.535,2.691839846599958,6.4,3.1305886129451777,3.1257946288519034,-0.004793984093274251,-0.15313363351067047
Nb-Os-Pt-V-Zn,BCC,-0.062,-0.448,3.60219079821055,8.0,3.1220898774877206,3.1257974122866554,0.0037075347989348195,0.11875169980430525
Mo-Rh-Ti-V-W,BCC,-0.054,-0.301,2.8985507246376763,6.0,3.1299898947300036,3.125800877995409,-0.004189016734594375,-0.13383483255481005
Co-Ir-Pt-Ta-Ti,BCC,-0.023,-0.568,2.8985507246376714,7.4,3.1207898504322458,3.1258234332515014,0.005033582819255589,0.16129195045153108
Al-Pd-Rh-Ta-V,BCC,-0.064,-0.522,4.87738939758147,6.4,3.133388661565137,3.125838777210684,-0.007549884354452807,-0.2409495013198145
Mo-Os-Pt-Ti-V,BCC,-0.07,-0.554,3.721912053717364,6.6000000000000005,3.1227326486489098,3.125866230514873,0.00313358186596302,0.10034742703057863
Mn-Nb-Pt-Rh-W,BCC,-0.051,-0.272,2.8985507246376763,7.4,3.105671200354656,3.1258794994483097,0.020208299093653626,0.650690230548099
Nb-Ni-Pd-Ta-V,BCC,-0.049,-0.131,3.1943828249996984,7.0,3.1137509151771474,3.125880764244531,0.012129849067383791,0.3895574629383513
Cu-Ir-Rh-Ru-Sc,BCC,-0.013,-0.583,7.68135126045418,8.0,3.151844053370084,3.125889067996997,-0.025954985373087158,-0.823485709749345
Mn-Nb-Pt-Ti-V,BCC,-0.04,-0.373,2.6918398465999487,6.2,3.131295893898811,3.125899871998364,-0.005396021900446968,-0.17232551899553386
Os-Pt-Rh-Ru-Ta,BCC,-0.068,-0.572,4.057204129667895,8.0,3.0990770752389203,3.1259133172139504,0.026836241975030095,0.8659430315382259
Cr-Ir-Nb-Pt-W,BCC,-0.044,-0.298,2.8985507246376714,7.2,3.1084197056087173,3.1259302625204564,0.017510556911739084,0.5633266601721667
Ir-Nb-Ni-Os-Ta,BCC,-0.082,-0.552,4.347826086956513,7.4,3.1081298917051576,3.1259715139259936,0.017841622220835962,0.5740307787152303
Ir-Mo-Nb-V-Zn,BCC,-0.045,-0.314,3.5244456730693097,7.4,3.131173502751999,3.1259717556549558,-0.005201747097043352,-0.16612771832897535
Cr-Ir-Re-Ta-Ti,BCC,-0.019,-0.483,2.6918398465999487,6.2,3.1283286132479957,3.126045378770414,-0.0022832344775816082,-0.07298576204278724
Hf-Ir-Ni-Re-Zn,BCC,-0.046,-0.493,5.755395683453238,8.4,3.1390414535301616,3.1260813830937644,-0.012960070436397242,-0.4128671324751817
Al-Nb-Os-Ru-Zn,BCC,-0.042,-0.536,5.099496227913737,7.2,3.1391497014714353,3.126108671253286,-0.013041030218149174,-0.41543193088358804
Mn-Os-Pd-Pt-Ta,BCC,-0.06,-0.388,3.694941676516508,8.0,3.093527947195634,3.1261145871513594,0.03258663995572553,1.0533811399785864
Ir-Os-Pd-Ru-Ta,BCC,-0.07,-0.58,4.287464628562722,8.0,3.0993824645744183,3.1261171608961242,0.026734696321705886,0.8625813892696484
Fe-Nb-Os-Pd-Ti,BCC,-0.063,-0.396,3.5244456730693168,7.0,3.1222950459738072,3.1261233100699766,0.0038282640961693204,0.12261058099252531
Co-Cu-Nb-Ta-Ti,BCC,-0.008,0.014,3.1943828249996984,6.800000000000001,3.128137861502813,3.126194660947667,-0.00194320055514563,-0.06212004205633322
Mo-Pd-Re-Ti-V,BCC,-0.051,-0.28,2.6918398465999487,6.4,3.1275927282882994,3.1262238666555295,-0.0013688616327698355,-0.04376725973266347
Al-Ir-Re-Ru-Ta,BCC,-0.091,-0.739,4.950186254261789,6.4,3.135343009323001,3.1262384442071336,-0.009104565115867214,-0.29038497825579596
Os-Pt-Ta-V-Zn,BCC,-0.066,-0.456,3.602190798210557,8.0,3.1225822365634697,3.1262751995227673,0.003692962959297663,0.11826631548900121
Al-Hf-Ir-Ni-V,BCC,-0.069,-0.65,7.151794869439934,6.2,3.1458869640823495,3.1262755519112453,-0.01961141217110418,-0.6233985008048374
Hf-Ir-Ni-Os-Re,BCC,-0.074,-0.664,6.317244845711118,7.6,3.1223087229142026,3.126292811079221,0.003984088165018385,0.12760071211983937
Al-Os-Re-Rh-Ta,BCC,-0.083,-0.689,4.950186254261789,6.4,3.1354108248635035,3.126301278909504,-0.009109545953999376,-0.29053755513508983
Mn-Pt-Ta-Ti-V,BCC,-0.049,-0.382,2.6918398465999487,6.2,3.1317853628355925,3.12631746379762,-0.005467899037972401,-0.1745936711646687
Mn-Nb-Os-Pt-W,BCC,-0.06,-0.325,3.721912053717364,7.2,3.1087508553388292,3.1263223638655857,0.017571508526756485,0.5652273001093017
Nb-Pt-Re-Ru-V,BCC,-0.074,-0.47,3.602190798210557,7.0,3.1097163059770883,3.1263328435613653,0.016616537584277058,0.5343425556967667
Os-Pt-Ru-Ta-Zn,BCC,-0.069,-0.526,4.057204129667895,8.6,3.1191187517711403,3.1263604928691175,0.007241741097977261,0.23217266395725258
Mn-Mo-Os-Ta-Ti,BCC,-0.064,-0.351,3.912303982179756,6.0,3.1404751333154834,3.126361170260355,-0.014113963055128576,-0.4494212644896216
Al-Cr-Fe-Hf-W,BCC,-0.027,-0.047,6.975078931534289,5.4,3.1554771594033495,3.1264310551460506,-0.02904610425729892,-0.9204980036296976
Fe-Mo-Rh-Ta-Ti,BCC,-0.048,-0.292,2.653657721116272,6.4,3.131567839975866,3.1264961502666,-0.005071689709266192,-0.1619536911997818
Cr-Nb-Os-Rh-Ta,BCC,-0.037,-0.385,4.194929420752015,6.6000000000000005,3.1172949378593175,3.126502728081008,0.00920779022169027,0.2953775759188627
Fe-Os-Ru-Sc-Zn,BCC,-0.045,-0.426,8.01117174507917,7.800000000000001,3.1684131947537386,3.1265064262096245,-0.041906768544114126,-1.3226421545492675
Nb-Os-Pd-Re-V,BCC,-0.065,-0.398,3.721912053717364,7.0,3.110088533922946,3.126513156509438,0.01642462258649191,0.528107878838244
Ir-Mo-Re-Ti-Zn,BCC,-0.049,-0.455,2.8985507246376714,7.6,3.13875726715801,3.1265209261892397,-0.012236340968770243,-0.38984667902815073
Ir-Mo-Pd-Rh-Ti,BCC,-0.058,-0.519,2.6918398465999487,7.6,3.119022814731018,3.1265506395916405,0.007527824860622534,0.24135202939423603
Al-Ir-Nb-Re-V,BCC,-0.08,-0.616,4.684855792842043,5.800000000000001,3.13828350881428,3.126582779276303,-0.011700729537976962,-0.37283851204373125
Al-Os-Pd-Ru-Ta,BCC,-0.08,-0.657,5.483932259962336,6.800000000000001,3.13298119879571,3.126589864211279,-0.006391334584431085,-0.20400168972887092
Fe-Mo-Nb-Rh-Ti,BCC,-0.04,-0.275,2.653657721116266,6.4,3.131078303022451,3.126596679075012,-0.004481623947439228,-0.1431335633833586
Mn-Nb-Pt-W-Zn,BCC,-0.014,-0.176,2.8985507246376763,8.0,3.1256286735177934,3.126621714288812,0.000993040771018805,0.03177091314244855
Al-Cr-Ru-Ta-Ti,BCC,-0.016,-0.387,5.403286197315834,5.2,3.146021684652082,3.126624455350079,-0.019397229302002827,-0.6165637508677237
Co-Ir-Nb-Pt-Ti,BCC,-0.014,-0.549,2.8985507246376714,7.4,3.1202969254996624,3.1266452280717245,0.006348302572062092,0.2034518740887302
Al-Mn-Mo-Pt-Ta,BCC,-0.049,-0.415,5.422691864889769,6.2,3.1414346967201445,3.126669346605349,-0.014765350114795517,-0.47001932366162097
Mo-Nb-Ni-Ta-V,BCC,-0.049,-0.079,3.4744535358626587,6.2,3.1256286735177934,3.1267004091046933,0.0010717355868998801,0.03428864074546886
Co-Ir-Ru-Zn-Zr,BCC,-0.021,-0.475,6.317244845711121,8.4,3.1384730293154735,3.1267010998859845,-0.011771929429488903,-0.37508461342605376
Al-Mo-Re-Ti-V,BCC,-0.062,-0.355,4.87738939758147,5.0,3.153091782540291,3.1267202320421914,-0.026371550498099694,-0.8363711657277998
Nb-Pd-Re-Rh-Ru,BCC,-0.054,-0.363,3.721912053717354,7.800000000000001,3.103513186665608,3.126724587113753,0.02321140044814518,0.7479072603227229
Mg-Os-Ru-V-Zn,BCC,-0.008,-0.351,5.403286197315832,7.0,3.1724059660194084,3.1267267259027727,-0.04567924011663571,-1.439892643183746
Mn-Nb-Pd-Re-W,BCC,-0.049,-0.092,2.691839846599948,7.0,3.1136546470622943,3.126737260760524,0.013082613698229828,0.4201690675802199
Mo-Pt-Re-W-Zn,BCC,-0.019,-0.103,2.919708029197081,8.200000000000001,3.127088310822338,3.1267687122162733,-0.000319598606064897,-0.010220325564801569
Nb-Os-V-W-Zn,BCC,-0.035,-0.202,3.60219079821055,7.2,3.132383394947884,3.126795705800865,-0.005587689147019237,-0.17838458587257974
Pt-Re-Ru-Ta-V,BCC,-0.078,-0.497,3.602190798210557,7.0,3.110212590107119,3.126826189329553,0.016613599222433884,0.5341628181712715
Ir-Mo-Nb-Os-V,BCC,-0.082,-0.548,4.347826086956513,6.6000000000000005,3.114355892783712,3.1268350059647587,0.012479113181046664,0.4006964396703046
Cr-Nb-Re-Ta-V,BCC,-0.055,-0.114,3.1943828249996984,5.6000000000000005,3.1283013644229047,3.1268496871320592,-0.001451677290845499,-0.04640464973595336
Mo-Re-Rh-Ta-V,BCC,-0.072,-0.369,3.5244456730693208,6.4,3.1194339319296494,3.126886260153753,0.007452328224103688,0.23890001797517652
Mo-Nb-Pd-Ru-V,BCC,-0.057,-0.241,4.1949294207520085,6.800000000000001,3.1164851937892615,3.1268918386483695,0.010406644859108027,0.33392248677603475
Os-Pd-Rh-Ti-W,BCC,-0.052,-0.456,2.7512186667455425,7.4,3.1202421464484407,3.1268950730073537,0.00665292655891303,0.21321827751367323
Al-Mn-Nb-Pd-W,BCC,-0.012,-0.238,4.9506058270987365,6.2,3.1394338168037295,3.1269027542825634,-0.012531062521166092,-0.3991503962941961
Co-Nb-Pd-Ru-Ta,BCC,-0.041,-0.24,4.1949294207520085,7.4,3.112086013443301,3.1269041313745385,0.014818117931237662,0.4761474415304631
Al-Nb-Ni-Rh-Ta,BCC,-0.067,-0.486,5.462273557334221,6.4,3.138527173826231,3.1269124542847786,-0.011614719541452434,-0.3700691087945157
Mo-Ni-Re-Ta-Ti,BCC,-0.062,-0.261,3.1943828249996984,6.4,3.1332392708546646,3.1269336636441,-0.006305607210564723,-0.20124882479354092
Mo-Pt-Rh-Ru-Ti,BCC,-0.056,-0.542,3.721912053717364,7.4,3.1162106087560524,3.1269469535397287,0.010736344783676355,0.3445320657566901
Os-Pd-Re-Ta-V,BCC,-0.075,-0.424,3.721912053717355,7.0,3.1105846992939328,3.1269525633084636,0.01636786401453083,0.5261989496137542
Al-Nb-Os-V-Zn,BCC,-0.02,-0.361,4.950186254261791,6.6000000000000005,3.1425691983343786,3.126988753582373,-0.015580444752005818,-0.4957868472797273
Ir-Mo-Ta-V-Zn,BCC,-0.036,-0.323,3.5244456730693097,7.4,3.1316630099452296,3.1269971828964804,-0.004665827048749183,-0.1489887971321277
Mn-Mo-Rh-Ta-Ti,BCC,-0.053,-0.319,2.653657721116272,6.2,3.1374574736435767,3.127012590004947,-0.010444883638629943,-0.33290917012813376
Co-Ir-Ta-Ti-W,BCC,-0.051,-0.384,2.8985507246376714,6.6000000000000005,3.131091903338248,3.1270321538270367,-0.00405974951121113,-0.1296592254888074
Co-Nb-Os-Re-Ta,BCC,-0.073,-0.364,4.347826086956517,6.800000000000001,3.117610486870217,3.127033157897733,0.009422671027516039,0.30224016333020165
Ir-Nb-Pt-Rh-V,BCC,-0.063,-0.548,2.919708029197081,7.6,3.104551067711283,3.1270357296477167,0.022484661936433614,0.7242484161489284
Ir-Mn-Nb-Pd-W,BCC,-0.046,-0.254,2.6918398465999487,7.4,3.105975294419826,3.1270396470306445,0.021064352610818737,0.6781880283678627
Nb-Ni-Pd-Ru-Ta,BCC,-0.06,-0.28,4.1949294207520085,7.6,3.110267723012491,3.1270521893877516,0.016784466375260543,0.5396469973010466
Fe-Ir-Mg-Re-Zn,BCC,-0.035,-0.197,4.194929420752014,7.6,3.1627183786875905,3.1270837009608226,-0.03563467772676798,-1.1267104262869916
Al-Mn-Nb-Pt-Zn,BCC,-0.027,-0.415,4.877389397581468,7.4,3.1358583338753356,3.1270856035929806,-0.008772730282355035,-0.2797553125275776
Os-Re-Ti-W-Zn,BCC,-0.033,-0.339,2.3424278964210217,7.4,3.139961323174324,3.127101283487915,-0.012860039686409142,-0.40956044877038056
Nb-Re-Ru-V-W,BCC,-0.071,-0.32,3.60219079821055,6.2,3.12009149413917,3.1271245690168574,0.007033074877687451,0.225412456362209
Cr-Ir-Nb-Ru-Ta,BCC,-0.027,-0.432,4.194929420752015,6.6000000000000005,3.1172263317943214,3.1271272162676826,0.009900884473361238,0.3176184023718978
Ir-Mo-Rh-Ru-Ta,BCC,-0.069,-0.55,4.347826086956513,7.4,3.1082955062676314,3.1271355835570214,0.018840077289389967,0.6061224633050637
Mn-Mo-Pt-Re-Ta,BCC,-0.061,-0.268,3.1943828249996984,7.0,3.115688763836977,3.12713915357254,0.011450389735563338,0.36750749524359294
Al-Fe-Ir-Ta-Ti,BCC,-0.064,-0.578,4.9506058270987365,5.800000000000001,3.1507565160384967,3.12714501138809,-0.023611504650406623,-0.7493915994528767
Ir-Mo-Pd-Ru-Ti,BCC,-0.062,-0.534,3.694941676516508,7.4,3.1165126496314763,3.1271484758275356,0.010635826196059295,0.3412733202708793
Co-Ir-Os-Ru-Zr,BCC,-0.047,-0.61,6.769064595252338,7.6,3.121734188220413,3.1271516975828164,0.005417509362403372,0.173541661005151
Ni-Os-Re-Sc-Zn,BCC,-0.04,-0.397,7.681351260454182,8.0,3.172472206299013,3.1271521026961078,-0.04532010360290517,-1.4285421795948634
Mn-Nb-Ru-Ta-Zn,BCC,-0.049,-0.208,4.1949294207520085,7.4,3.1343389961394794,3.1271539423293873,-0.007185053810092157,-0.22923665305322383
Nb-Os-Pt-Rh-Ru,BCC,-0.06,-0.536,4.057204129667895,8.0,3.098577217370563,3.1271600550644068,0.028582837693843732,0.92245039218674
Fe-Os-Re-Ru-Sc,BCC,-0.067,-0.452,8.011171745079167,6.800000000000001,3.1618250419985756,3.1271805245197495,-0.03464451747882613,-1.0957126665341193
Co-Ir-Nb-Ti-W,BCC,-0.042,-0.366,2.8985507246376714,6.6000000000000005,3.1306022175160324,3.127191242222665,-0.0034109752933675352,-0.10895588312953934
Nb-Ni-Ti-W-Zn,BCC,-0.01,-0.105,2.8985507246376763,7.4,3.1430686595149417,3.1271929811668326,-0.0158756783481091,-0.5051012264733389
Ir-Pt-Re-Ti-Zn,BCC,-0.055,-0.622,1.4705882352941124,8.4,3.1321387730495878,3.127199731641079,-0.004939041408508871,-0.15768909893159055
Al-Co-Nb-Os-Ta,BCC,-0.068,-0.415,5.882352941176466,6.0,3.143325077906123,3.1272064844809035,-0.016118593425219263,-0.5127879880612416
Ir-Mo-Os-Re-Ti,BCC,-0.085,-0.679,3.721912053717364,6.800000000000001,3.1220214819997105,3.1272072158283204,0.005185733828609873,0.1661017984183862
Co-Hf-Ir-Re-Zn,BCC,-0.041,-0.433,5.755395683453238,8.200000000000001,3.1408265907744224,3.127226918643404,-0.013599672131018536,-0.43299659302952204
Mn-Mo-Nb-Os-Ti,BCC,-0.06,-0.332,3.9123039821797567,6.0,3.139988370005743,3.1272352060061106,-0.012753163999632555,-0.4061532240518849
Cr-Fe-Nb-Ta-Ti,BCC,-0.037,0.038,1.72499277660787,5.6000000000000005,3.140366976731344,3.127240523283659,-0.013126453447684927,-0.41799106744357684
Al-Hf-Ir-Ni-Os,BCC,-0.091,-0.827,7.498558108224686,6.800000000000001,3.1479469278881584,3.127253189604268,-0.02069373828389054,-0.6573725274896297
Cr-Nb-Ta-V-Zn,BCC,-0.022,0.084,3.1943828249996984,6.6000000000000005,3.1350310200451617,3.1272649077077608,-0.007766112337400877,-0.2477204304437473
Ir-Os-Re-Ta-Zn,BCC,-0.065,-0.543,3.602190798210557,8.200000000000001,3.12187100137664,3.1272681199905317,0.005397118613891472,0.17288089775367155
